,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,GROUP,SUBJECT,PHASE,TRIAL,TARGET,ROT,DIR,HA_INIT,HA_MID,HA_END,SIG_MP,TRIAL_ABS
735,735,735,935,0,3,Adaptation,176,0,-34,CCW,18.04177028,16.09227812,27.99182407,3,186
736,736,736,936,0,3,Adaptation,177,0,-31,CCW,16.69328769,14.6524803,25.04028995,2,187
737,737,737,937,0,3,Adaptation,178,0,-27,CCW,17.430038,15.32280239,21.69961042,4,188
738,738,738,938,0,3,Adaptation,179,0,-25,CCW,22.62254049,20.5257422,23.34020743,4,189
739,739,739,939,0,3,Adaptation,180,0,-26,CCW,17.88070148,15.85368693,22.15575881,1,190
740,740,740,940,0,4,Adaptation,1,0,-25,CCW,0.252875734,-1.683683612,1.646485691,2,11
741,741,741,941,0,4,Adaptation,2,0,-34,CCW,10.25441126,8.191434942,16.12862025,1,12
742,742,742,942,0,4,Adaptation,3,0,-38,CCW,3.562192932,1.570116307,18.54745912,2,13
743,743,743,943,0,4,Adaptation,4,0,-31,CCW,1.617153895,-0.520541022,11.25647537,4,14
744,744,744,944,0,4,Adaptation,5,0,-30,CCW,5.643731684,3.784552933,9.255196655,4,15
745,745,745,945,0,4,Adaptation,6,0,-34,CCW,1.656155113,-0.357968055,15.53148145,4,16
746,746,746,946,0,4,Adaptation,7,0,-23,CCW,4.031058422,1.902086483,7.415839431,1,17
747,747,747,947,0,4,Adaptation,8,0,-29,CCW,5.068846562,3.118340192,14.44501347,4,18
748,748,748,948,0,4,Adaptation,9,0,-22,CCW,7.003550677,5.066033172,3.869251539,1,19
749,749,749,949,0,4,Adaptation,10,0,-32,CCW,10.65504149,8.748404919,18.48313158,1,20
750,750,750,950,0,4,Adaptation,11,0,-30,CCW,8.101313875,6.129186366,15.0289297,2,21
751,751,751,951,0,4,Adaptation,12,0,-31,CCW,7.443150273,5.463202769,16.5244392,1,22
752,752,752,952,0,4,Adaptation,13,0,-28,CCW,8.895475698,6.881801582,15.82440154,2,23
753,753,753,953,0,4,Adaptation,14,0,-23,CCW,5.235876826,3.324211712,10.12156952,2,24
754,754,754,954,0,4,Adaptation,15,0,-34,CCW,9.922205264,7.913951472,17.8358954,2,25
755,755,755,955,0,4,Adaptation,16,0,-27,CCW,7.304606731,5.364994221,12.65891555,2,26
756,756,756,956,0,4,Adaptation,17,0,-31,CCW,10.61118626,8.648059086,19.42861555,2,27
757,757,757,957,0,4,Adaptation,18,0,-34,CCW,8.499018829,6.582835871,16.41795383,4,28
758,758,758,958,0,4,Adaptation,19,0,-32,CCW,7.186714236,5.21496174,18.70489289,4,29
759,759,759,959,0,4,Adaptation,20,0,-27,CCW,5.143413941,2.786427163,14.00760559,2,30
760,760,760,960,0,4,Adaptation,21,0,-29,CCW,10.51258398,8.171830743,16.41920106,1,31
761,761,761,961,0,4,Adaptation,22,0,-29,CCW,11.52997041,9.415278624,17.04294495,3,32
762,762,762,962,0,4,Adaptation,23,0,-34,CCW,8.833265396,6.754539643,17.83477982,2,33
763,763,763,963,0,4,Adaptation,24,0,-35,CCW,6.843147881,4.970961618,22.17090057,4,34
764,764,764,964,0,4,Adaptation,25,0,-26,CCW,7.550946362,5.609405672,15.57502231,2,35
765,765,765,965,0,4,Adaptation,26,0,-26,CCW,13.75215954,11.81410011,15.35718069,2,36
766,766,766,966,0,4,Adaptation,27,0,-31,CCW,9.036410162,6.982880057,15.2213755,2,37
767,767,767,967,0,4,Adaptation,28,0,-30,CCW,11.99668122,9.948382515,18.88946185,3,38
768,768,768,968,0,4,Adaptation,29,0,-31,CCW,11.31729172,9.306444212,20.09058398,4,39
769,769,769,969,0,4,Adaptation,30,0,-26,CCW,14.24107726,12.27510573,18.38751692,1,40
770,770,770,970,0,4,Adaptation,31,0,-25,CCW,10.11845607,8.211040912,14.39519175,2,41
771,771,771,971,0,4,Adaptation,32,0,-30,CCW,11.82139523,9.820863061,19.60655684,3,42
772,772,772,972,0,4,Adaptation,33,0,-35,CCW,16.66364396,14.54972901,24.42509205,2,43
773,773,773,973,0,4,Adaptation,34,0,-33,CCW,14.05043648,12.00770036,24.0773536,4,44
774,774,774,974,0,4,Adaptation,35,0,-30,CCW,18.16629453,16.14819132,21.55729681,2,45
775,775,775,975,0,4,Adaptation,36,0,-28,CCW,12.90585701,10.84010904,16.70089023,3,46
776,776,776,976,0,4,Adaptation,37,0,-25,CCW,14.27767374,12.21924918,17.40608878,2,47
777,777,777,977,0,4,Adaptation,38,0,-34,CCW,15.53875483,13.70039996,22.51286649,1,48
778,778,778,978,0,4,Adaptation,39,0,-33,CCW,15.29098623,13.28910879,24.74182017,4,49
779,779,779,979,0,4,Adaptation,40,0,-29,CCW,10.14212386,8.184719936,21.31840796,1,50
780,780,780,980,0,4,Adaptation,41,0,-32,CCW,7.161806837,5.365209564,13.49662654,1,51
781,781,781,981,0,4,Adaptation,42,0,-31,CCW,14.5241593,12.65701456,25.34842777,4,52
782,782,782,982,0,4,Adaptation,43,0,-34,CCW,10.68282539,8.714813952,20.86417092,3,53
783,783,783,983,0,4,Adaptation,44,0,-37,CCW,18.98376338,16.90122033,26.13159325,3,54
784,784,784,984,0,4,Adaptation,45,0,-23,CCW,14.7167836,12.73971288,14.3110644,2,55
785,785,785,985,0,4,Adaptation,46,0,-29,CCW,15.25604996,13.22982488,19.72268601,2,56
786,786,786,986,0,4,Adaptation,47,0,-30,CCW,15.41363218,13.50343013,21.77557869,2,57
787,787,787,987,0,4,Adaptation,48,0,-25,CCW,16.68069223,14.8964225,21.34047302,1,58
788,788,788,988,0,4,Adaptation,49,0,-29,CCW,12.76922746,10.75983578,17.280256,2,59
789,789,789,989,0,4,Adaptation,50,0,-33,CCW,13.50433923,11.59945738,22.47791213,3,60
790,790,790,990,0,4,Adaptation,51,0,-27,CCW,14.38574158,12.26848259,18.5532433,3,61
791,791,791,991,0,4,Adaptation,52,0,-22,CCW,16.77337008,14.59986049,18.2620713,3,62
792,792,792,992,0,4,Adaptation,53,0,-26,CCW,15.30192676,13.33909636,16.87689964,3,63
793,793,793,993,0,4,Adaptation,54,0,-31,CCW,12.59532291,10.4760365,22.66057641,3,64
794,794,794,994,0,4,Adaptation,55,0,-27,CCW,16.73804373,14.64267893,22.64364463,2,65
795,795,795,995,0,4,Adaptation,56,0,-34,CCW,14.96057889,13.10208334,25.05265505,2,66
796,796,796,996,0,4,Adaptation,57,0,-28,CCW,11.51676958,9.520105212,16.71496304,1,67
797,797,797,997,0,4,Adaptation,58,0,-31,CCW,14.43853272,12.41242094,20.53921454,3,68
798,798,798,998,0,4,Adaptation,59,0,-28,CCW,11.31671243,9.264412977,22.57110057,4,69
799,799,799,999,0,4,Adaptation,60,0,-33,CCW,12.46369012,10.39601144,23.93565994,4,70
800,800,800,1000,0,4,Adaptation,61,0,-23,CCW,16.22080045,14.15336088,19.50978323,3,71
801,801,801,1001,0,4,Adaptation,62,0,-37,CCW,9.410371318,7.342531422,23.20602715,1,72
802,802,802,1002,0,4,Adaptation,63,0,-29,CCW,10.79835066,8.829608632,12.8047135,4,73
803,803,803,1003,0,4,Adaptation,64,0,-29,CCW,18.65790382,16.61997944,23.247546,1,74
804,804,804,1004,0,4,Adaptation,65,0,-24,CCW,16.04021981,14.26550963,21.42016851,2,75
805,805,805,1005,0,4,Adaptation,66,0,-30,CCW,16.722893,14.83972807,24.38744604,3,76
806,806,806,1006,0,4,Adaptation,67,0,-30,CCW,17.89385871,15.77366215,24.69342359,3,77
807,807,807,1007,0,4,Adaptation,68,0,-25,CCW,18.53502641,16.60110027,20.57114321,1,78
808,808,808,1008,0,4,Adaptation,69,0,-32,CCW,15.9823293,13.9495734,21.8466475,3,79
809,809,809,1009,0,4,Adaptation,70,0,-38,CCW,17.55222349,15.40141078,35.33099817,2,80
810,810,810,1010,0,4,Adaptation,71,0,-35,CCW,13.21290458,11.30179548,29.24533566,1,81
811,811,811,1011,0,4,Adaptation,72,0,-30,CCW,14.53565516,12.63158362,20.09961268,3,82
812,812,812,1012,0,4,Adaptation,73,0,-32,CCW,14.5123654,12.56163733,24.39573684,4,83
813,813,813,1013,0,4,Adaptation,74,0,-31,CCW,13.60299242,11.55888676,24.55761388,1,84
814,814,814,1014,0,4,Adaptation,75,0,-32,CCW,14.10082895,12.12130537,23.15418115,4,85
815,815,815,1015,0,4,Adaptation,76,0,-22,CCW,16.84283716,14.94061785,14.24817996,1,86
816,816,816,1016,0,4,Adaptation,77,0,-26,CCW,15.03374967,13.19104433,18.17686888,2,87
817,817,817,1017,0,4,Adaptation,78,0,-29,CCW,16.15494003,14.19196619,21.62536794,2,88
818,818,818,1018,0,4,Adaptation,79,0,-33,CCW,14.70266491,12.72477946,24.63656759,1,89
819,819,819,1019,0,4,Adaptation,80,0,-31,CCW,16.02331702,14.0768383,24.18770243,4,90
820,820,820,1020,0,4,Adaptation,81,0,-30,CCW,18.54503943,16.57123665,24.51727281,2,91
821,821,821,1021,0,4,Adaptation,82,0,-21,CCW,11.23457453,9.344116022,18.49116555,4,92
822,822,822,1022,0,4,Adaptation,83,0,-24,CCW,19.77663301,17.72170966,22.23238931,2,93
823,823,823,1023,0,4,Adaptation,84,0,-35,CCW,17.65614592,15.87360798,30.58919039,3,94
824,824,824,1024,0,4,Adaptation,85,0,-31,CCW,20.05868943,18.04422796,27.60937919,2,95
825,825,825,1025,0,4,Adaptation,86,0,-30,CCW,19.11334998,17.04644664,25.23476277,1,96
826,826,826,1026,0,4,Adaptation,87,0,-29,CCW,12.82204809,10.90693101,20.24183982,2,97
827,827,827,1027,0,4,Adaptation,88,0,-42,CCW,15.95363769,13.9593467,33.98803424,3,98
828,828,828,1028,0,4,Adaptation,89,0,-27,CCW,15.0725501,13.04337147,22.00136261,4,99
829,829,829,1029,0,4,Adaptation,90,0,-29,CCW,12.46368325,10.5251451,23.57056702,1,100
830,830,830,1030,0,4,Adaptation,91,0,-32,CCW,20.86167593,18.86304025,30.75979998,3,101
831,831,831,1031,0,4,Adaptation,92,0,-35,CCW,15.56220073,13.52098938,31.8387213,1,102
832,832,832,1032,0,4,Adaptation,93,0,-29,CCW,15.91730441,14.01101937,25.62196625,3,103
833,833,833,1033,0,4,Adaptation,94,0,-34,CCW,19.17456098,17.09104528,29.49358279,3,104
834,834,834,1034,0,4,Adaptation,95,0,-34,CCW,16.311028,14.20157415,30.17121839,1,105
835,835,835,1035,0,4,Adaptation,96,0,-31,CCW,16.38360793,14.35148986,28.42858157,1,106
836,836,836,1036,0,4,Adaptation,97,0,-25,CCW,18.05054741,16.04903613,24.29058461,2,107
837,837,837,1037,0,4,Adaptation,98,0,-33,CCW,18.65030359,16.76675284,32.78873659,1,108
838,838,838,1038,0,4,Adaptation,99,0,-30,CCW,19.12692391,17.07743984,27.63363961,4,109
839,839,839,1039,0,4,Adaptation,100,0,-36,CCW,18.55551,16.6770949,30.75131705,3,110
840,840,840,1040,0,4,Adaptation,101,0,-27,CCW,19.28061002,17.12153122,22.38716269,3,111
841,841,841,1041,0,4,Adaptation,102,0,-30,CCW,15.93376643,13.88111893,25.59567855,2,112
842,842,842,1042,0,4,Adaptation,103,0,-28,CCW,12.24653817,10.22005631,21.69772888,3,113
843,843,843,1043,0,4,Adaptation,104,0,-23,CCW,22.55174358,20.59110337,26.62726911,2,114
844,844,844,1044,0,4,Adaptation,105,0,-26,CCW,15.54268184,13.76031284,21.25350812,1,115
845,845,845,1045,0,4,Adaptation,106,0,-22,CCW,21.56364096,19.6832064,26.73642658,2,116
846,846,846,1046,0,4,Adaptation,107,0,-37,CCW,21.5197172,19.48318436,31.62850255,3,117
847,847,847,1047,0,4,Adaptation,108,0,-31,CCW,19.80251313,17.56126882,26.87778864,3,118
848,848,848,1048,0,4,Adaptation,109,0,-32,CCW,19.23838064,17.16435592,28.19138714,1,119
849,849,849,1049,0,4,Adaptation,110,0,-31,CCW,17.95816846,15.92719382,27.40436222,3,120
850,850,850,1050,0,4,Adaptation,111,0,-34,CCW,16.95637781,15.01057653,29.27678832,1,121
851,851,851,1051,0,4,Adaptation,112,0,-36,CCW,16.30658984,14.29436152,28.23913822,4,122
852,852,852,1052,0,4,Adaptation,113,0,-28,CCW,15.79321613,13.6969882,22.75890399,3,123
853,853,853,1053,0,4,Adaptation,114,0,-26,CCW,15.97537184,14.00076932,20.76739866,1,124
854,854,854,1054,0,4,Adaptation,115,0,-34,CCW,22.30518132,20.11600572,29.41295508,2,125
855,855,855,1055,0,4,Adaptation,116,0,-39,CCW,12.01502534,10.13705075,28.58861121,2,126
856,856,856,1056,0,4,Adaptation,117,0,-29,CCW,17.15066318,15.18828689,25.19395841,3,127
857,857,857,1057,0,4,Adaptation,118,0,-27,CCW,16.66487224,14.65962933,25.46031342,4,128
858,858,858,1058,0,4,Adaptation,119,0,-31,CCW,20.31889183,18.5142852,29.87757468,4,129
859,859,859,1059,0,4,Adaptation,120,0,-26,CCW,18.56759419,16.51105213,23.51084273,4,130
860,860,860,1060,0,4,Adaptation,121,0,-27,CCW,15.23953633,13.23175688,24.95497422,3,131
861,861,861,1061,0,4,Adaptation,122,0,-33,CCW,21.4842389,19.47616878,31.42193284,2,132
862,862,862,1062,0,4,Adaptation,123,0,-29,CCW,22.3375442,20.25807342,28.91762714,4,133
863,863,863,1063,0,4,Adaptation,124,0,-32,CCW,18.79778056,16.69341167,27.15884701,3,134
864,864,864,1064,0,4,Adaptation,125,0,-28,CCW,18.37892414,16.29870568,23.07597115,4,135
865,865,865,1065,0,4,Adaptation,126,0,-32,CCW,19.13817075,17.18505319,28.34741078,3,136
866,866,866,1066,0,4,Adaptation,127,0,-31,CCW,16.89030081,14.89496005,26.54394267,1,137
867,867,867,1067,0,4,Adaptation,128,0,-32,CCW,22.00207608,19.96673078,28.60571227,4,138
868,868,868,1068,0,4,Adaptation,129,0,-35,CCW,13.10903019,11.23471025,26.33005474,1,139
869,869,869,1069,0,4,Adaptation,130,0,-34,CCW,22.31834558,20.42194872,32.58492741,3,140
870,870,870,1070,0,4,Adaptation,131,0,-24,CCW,16.15622914,14.19892541,22.84488498,3,141
871,871,871,1071,0,4,Adaptation,132,0,-37,CCW,16.07302792,14.06526105,27.12181878,3,142
872,872,872,1072,0,4,Adaptation,133,0,-25,CCW,18.815809,16.63671597,20.98154439,3,143
873,873,873,1073,0,4,Adaptation,134,0,-23,CCW,19.34942517,17.26969886,24.03869509,4,144
874,874,874,1074,0,4,Adaptation,135,0,-34,CCW,19.9582148,18.00246487,28.9006444,4,145
875,875,875,1075,0,4,Adaptation,136,0,-27,CCW,20.15481151,18.21772062,25.31336284,1,146
876,876,876,1076,0,4,Adaptation,137,0,-22,CCW,14.83363197,12.68025234,18.06817627,1,147
877,877,877,1077,0,4,Adaptation,138,0,-30,CCW,20.49442218,18.22106814,31.27075687,1,148
878,878,878,1078,0,4,Adaptation,139,0,-37,CCW,20.48007866,18.46333475,33.33091204,4,149
879,879,879,1079,0,4,Adaptation,140,0,-34,CCW,20.57796582,18.62585234,30.56750596,1,150
880,880,880,1080,0,4,Adaptation,141,0,-33,CCW,19.16540562,17.30667101,29.03177024,4,151
881,881,881,1081,0,4,Adaptation,142,0,-26,CCW,19.53196409,17.43446528,25.69169886,2,152
882,882,882,1082,0,4,Adaptation,143,0,-27,CCW,16.42295131,14.39397941,20.00907336,4,153
883,883,883,1083,0,4,Adaptation,144,0,-34,CCW,18.75286817,16.63632734,32.5124486,3,154
884,884,884,1084,0,4,Adaptation,145,0,-35,CCW,21.02047634,19.1113469,35.49573342,4,155
885,885,885,1085,0,4,Adaptation,146,0,-34,CCW,14.7461365,12.722079,25.1012535,1,156
886,886,886,1086,0,4,Adaptation,147,0,-32,CCW,17.80921447,15.8746191,23.33717273,2,157
887,887,887,1087,0,4,Adaptation,148,0,-26,CCW,15.2794183,13.15192285,25.29344815,4,158
888,888,888,1088,0,4,Adaptation,149,0,-29,CCW,22.64172912,20.69684818,29.22248131,2,159
889,889,889,1089,0,4,Adaptation,150,0,-35,CCW,20.25287497,18.26161586,34.92946155,3,160
890,890,890,1090,0,4,Adaptation,151,0,-36,CCW,22.60103506,20.63581709,35.38491494,3,161
891,891,891,1091,0,4,Adaptation,152,0,-32,CCW,18.04405729,15.94466104,29.42628476,4,162
892,892,892,1092,0,4,Adaptation,153,0,-30,CCW,20.63490071,18.59205709,29.97894657,1,163
893,893,893,1093,0,4,Adaptation,154,0,-31,CCW,20.79414619,18.89456472,28.18943938,1,164
894,894,894,1094,0,4,Adaptation,155,0,-28,CCW,21.99958372,20.06285251,23.19191049,1,165
895,895,895,1095,0,4,Adaptation,156,0,-33,CCW,19.88319439,17.98776539,30.11753959,3,166
896,896,896,1096,0,4,Adaptation,157,0,-31,CCW,20.69063337,18.64006267,28.59303689,2,167
897,897,897,1097,0,4,Adaptation,158,0,-32,CCW,14.77218748,12.73899211,26.55533285,2,168
898,898,898,1098,0,4,Adaptation,159,0,-29,CCW,22.68029013,20.84383138,28.01920282,4,169
899,899,899,1099,0,4,Adaptation,160,0,-31,CCW,17.97652025,16.16720427,26.93388664,1,170
900,900,900,1100,0,4,Adaptation,161,0,-28,CCW,17.49631086,15.50035073,24.66259172,1,171
901,901,901,1101,0,4,Adaptation,162,0,-36,CCW,14.82487553,12.7551562,28.73660692,4,172
902,902,902,1102,0,4,Adaptation,163,0,-29,CCW,19.70646028,17.68958002,25.61362045,4,173
903,903,903,1103,0,4,Adaptation,164,0,-33,CCW,19.68292967,17.8373093,31.03537856,3,174
904,904,904,1104,0,4,Adaptation,165,0,-22,CCW,20.46548763,18.62066787,24.3223048,3,175
905,905,905,1105,0,4,Adaptation,166,0,-34,CCW,21.29468347,19.20797569,35.22989428,4,176
906,906,906,1106,0,4,Adaptation,167,0,-29,CCW,18.73542922,16.74996652,30.32056039,1,177
907,907,907,1107,0,4,Adaptation,168,0,-33,CCW,22.55025672,20.58888089,31.28396672,2,178
908,908,908,1108,0,4,Adaptation,169,0,-28,CCW,18.3825777,16.25095729,23.23156803,1,179
909,909,909,1109,0,4,Adaptation,170,0,-33,CCW,16.33334437,14.41299079,26.36674962,4,180
910,910,910,1110,0,4,Adaptation,171,0,-28,CCW,18.55749876,16.54395462,25.5684367,1,181
911,911,911,1111,0,4,Adaptation,172,0,-28,CCW,17.81527366,15.77349302,20.4588104,4,182
912,912,912,1112,0,4,Adaptation,173,0,-26,CCW,20.19188831,18.10990035,22.11003135,4,183
913,913,913,1113,0,4,Adaptation,174,0,-24,CCW,20.9640984,19.04953374,21.64184451,3,184
914,914,914,1114,0,4,Adaptation,175,0,-32,CCW,16.7132319,14.67750004,24.58674747,4,185
915,915,915,1115,0,4,Adaptation,176,0,-34,CCW,20.65558459,18.38073793,30.51901959,3,186
916,916,916,1116,0,4,Adaptation,177,0,-31,CCW,18.46799961,16.61929731,27.96117567,2,187
917,917,917,1117,0,4,Adaptation,178,0,-27,CCW,22.39917993,20.35578203,28.04110842,4,188
918,918,918,1118,0,4,Adaptation,179,0,-25,CCW,17.92618543,15.9491622,18.81373284,4,189
919,919,919,1119,0,4,Adaptation,180,0,-26,CCW,19.72865143,17.81136007,25.18835848,1,190
920,920,920,1120,0,5,Adaptation,1,0,-25,CCW,-0.838021215,-2.754822953,0.425200976,2,11
921,921,921,1121,0,5,Adaptation,2,0,-34,CCW,1.645348131,-0.404441819,8.038937203,1,12
922,922,922,1122,0,5,Adaptation,3,0,-38,CCW,4.942955471,2.711392861,18.82125473,2,13
923,923,923,1123,0,5,Adaptation,4,0,-31,CCW,2.327715149,0.407097719,14.90793138,4,14
924,924,924,1124,0,5,Adaptation,5,0,-30,CCW,1.237955162,-0.816140795,7.62444946,4,15
925,925,925,1125,0,5,Adaptation,6,0,-34,CCW,2.921265259,0.977171395,16.31941901,4,16
926,926,926,1126,0,5,Adaptation,7,0,-23,CCW,2.419054814,0.221398208,4.303623687,1,17
927,927,927,1127,0,5,Adaptation,8,0,-29,CCW,7.876459111,5.821993073,15.30311936,4,18
928,928,928,1128,0,5,Adaptation,9,0,-22,CCW,7.531646013,5.545436569,5.380757342,1,19
929,929,929,1129,0,5,Adaptation,10,0,-32,CCW,9.361277819,7.299290255,15.11567458,1,20
930,930,930,1130,0,5,Adaptation,11,0,-30,CCW,5.519393515,3.519951793,15.45171346,2,21
931,931,931,1131,0,5,Adaptation,12,0,-31,CCW,8.930458057,6.819738132,18.10149686,1,22
932,932,932,1132,0,5,Adaptation,13,0,-28,CCW,6.677728886,4.696287897,17.10414024,2,23
933,933,933,1133,0,5,Adaptation,14,0,-23,CCW,10.21190132,8.324043101,11.23571984,2,24
934,934,934,1134,0,5,Adaptation,15,0,-34,CCW,10.35524668,8.330601728,21.18931297,2,25
935,935,935,1135,0,5,Adaptation,16,0,-27,CCW,9.567843747,7.411740024,13.74472964,2,26
936,936,936,1136,0,5,Adaptation,17,0,-31,CCW,14.54541532,12.66507749,18.75261131,2,27
937,937,937,1137,0,5,Adaptation,18,0,-34,CCW,6.552585018,4.576819546,18.66168624,4,28
938,938,938,1138,0,5,Adaptation,19,0,-32,CCW,9.095838597,6.995355781,19.36610522,4,29
939,939,939,1139,0,5,Adaptation,20,0,-27,CCW,9.89976655,8.091779131,15.52588475,2,30
940,940,940,1140,0,5,Adaptation,21,0,-29,CCW,10.58697497,8.524430392,15.53602595,1,31
941,941,941,1141,0,5,Adaptation,22,0,-29,CCW,12.30173764,10.2264416,18.1991788,3,32
942,942,942,1142,0,5,Adaptation,23,0,-34,CCW,14.37038001,12.34903164,26.74661258,2,33
943,943,943,1143,0,5,Adaptation,24,0,-35,CCW,8.764902853,6.84192626,21.79814571,4,34
944,944,944,1144,0,5,Adaptation,25,0,-26,CCW,11.21118451,9.211897975,16.10823286,2,35
945,945,945,1145,0,5,Adaptation,26,0,-26,CCW,5.377259053,3.367940401,12.8007632,2,36
946,946,946,1146,0,5,Adaptation,27,0,-31,CCW,6.532503008,4.438977887,14.454367,2,37
947,947,947,1147,0,5,Adaptation,28,0,-30,CCW,11.58628276,9.519930968,20.31685075,3,38
948,948,948,1148,0,5,Adaptation,29,0,-31,CCW,11.30085645,9.335879717,20.31041835,4,39
949,949,949,1149,0,5,Adaptation,30,0,-26,CCW,9.775058515,7.613070771,9.46909453,1,40
950,950,950,1150,0,5,Adaptation,31,0,-25,CCW,7.312509141,5.317592451,15.55317904,2,41
951,951,951,1151,0,5,Adaptation,32,0,-30,CCW,10.72134037,8.802610077,21.54627288,3,42
952,952,952,1152,0,5,Adaptation,33,0,-35,CCW,14.91177951,12.9556215,27.06389958,2,43
953,953,953,1153,0,5,Adaptation,34,0,-33,CCW,13.00740123,10.92154023,24.81980593,4,44
954,954,954,1154,0,5,Adaptation,35,0,-30,CCW,9.843315001,7.823793407,15.02066312,2,45
955,955,955,1155,0,5,Adaptation,36,0,-28,CCW,12.14822347,10.05933725,15.39703923,3,46
956,956,956,1156,0,5,Adaptation,37,0,-25,CCW,15.34980884,13.34288666,16.85560646,2,47
957,957,957,1157,0,5,Adaptation,38,0,-34,CCW,14.37862355,12.12994142,21.97734772,1,48
958,958,958,1158,0,5,Adaptation,39,0,-33,CCW,6.31749446,4.484058772,20.48092516,4,49
959,959,959,1159,0,5,Adaptation,40,0,-29,CCW,13.35805903,11.39965182,18.77055214,1,50
960,960,960,1160,0,5,Adaptation,41,0,-32,CCW,14.99621396,13.00463642,24.60924777,1,51
961,961,961,1161,0,5,Adaptation,42,0,-31,CCW,12.47767026,10.46874507,20.27864247,4,52
962,962,962,1162,0,5,Adaptation,43,0,-34,CCW,9.873269805,7.727655085,22.81485811,3,53
963,963,963,1163,0,5,Adaptation,44,0,-37,CCW,13.55031341,11.52836806,25.07740337,3,54
964,964,964,1164,0,5,Adaptation,45,0,-23,CCW,14.43093705,12.44242478,11.77784889,2,55
965,965,965,1165,0,5,Adaptation,46,0,-29,CCW,12.01943916,10.01257891,23.00210526,2,56
966,966,966,1166,0,5,Adaptation,47,0,-30,CCW,12.54071858,10.46556909,17.2946454,2,57
967,967,967,1167,0,5,Adaptation,48,0,-25,CCW,13.47477134,11.54371405,18.46844791,1,58
968,968,968,1168,0,5,Adaptation,49,0,-29,CCW,14.81191606,12.7668347,20.06152451,2,59
969,969,969,1169,0,5,Adaptation,50,0,-33,CCW,14.66520555,12.82170802,23.16374282,3,60
970,970,970,1170,0,5,Adaptation,51,0,-27,CCW,15.52663744,13.53451703,23.0231517,3,61
971,971,971,1171,0,5,Adaptation,52,0,-22,CCW,13.0447402,11.1389194,13.99268569,3,62
972,972,972,1172,0,5,Adaptation,53,0,-26,CCW,11.5599636,9.625249751,19.43615629,3,63
973,973,973,1173,0,5,Adaptation,54,0,-31,CCW,16.25065206,14.22239914,26.17956293,3,64
974,974,974,1174,0,5,Adaptation,55,0,-27,CCW,15.94160279,14.05411069,22.80838874,2,65
975,975,975,1175,0,5,Adaptation,56,0,-34,CCW,11.71145728,9.810354689,23.07238929,2,66
976,976,976,1176,0,5,Adaptation,57,0,-28,CCW,15.61521953,13.76680541,23.81560788,1,67
977,977,977,1177,0,5,Adaptation,58,0,-31,CCW,16.10656789,14.32941894,24.02163,3,68
978,978,978,1178,0,5,Adaptation,59,0,-28,CCW,12.63319803,10.6483502,21.48394041,4,69
979,979,979,1179,0,5,Adaptation,60,0,-33,CCW,18.33246751,16.21619307,28.59249264,4,70
980,980,980,1180,0,5,Adaptation,61,0,-23,CCW,15.00051466,13.01870829,14.87705436,3,71
981,981,981,1181,0,5,Adaptation,62,0,-37,CCW,10.81994494,8.843340294,20.71644585,1,72
982,982,982,1182,0,5,Adaptation,63,0,-29,CCW,15.58933716,13.69401057,20.12240593,4,73
983,983,983,1183,0,5,Adaptation,64,0,-29,CCW,17.95579413,15.79746224,23.17713937,1,74
984,984,984,1184,0,5,Adaptation,65,0,-24,CCW,12.87762592,10.90256726,19.50326761,2,75
985,985,985,1185,0,5,Adaptation,66,0,-30,CCW,14.25922512,12.12982322,21.93836109,3,76
986,986,986,1186,0,5,Adaptation,67,0,-30,CCW,18.7709954,16.73479739,24.51567293,3,77
987,987,987,1187,0,5,Adaptation,68,0,-25,CCW,17.24437196,15.27067721,18.24810507,1,78
988,988,988,1188,0,5,Adaptation,69,0,-32,CCW,14.4711156,12.36290115,25.12861741,3,79
989,989,989,1189,0,5,Adaptation,70,0,-38,CCW,14.07351726,11.97527385,29.78878541,2,80
990,990,990,1190,0,5,Adaptation,71,0,-35,CCW,16.48611981,14.49726421,29.97118209,1,81
991,991,991,1191,0,5,Adaptation,72,0,-30,CCW,16.67663238,14.5470373,22.10754418,3,82
992,992,992,1192,0,5,Adaptation,73,0,-32,CCW,16.27999753,14.10186803,25.03839198,4,83
993,993,993,1193,0,5,Adaptation,74,0,-31,CCW,13.52199973,11.52856122,24.39581125,1,84
994,994,994,1194,0,5,Adaptation,75,0,-32,CCW,15.76253442,13.78810251,24.47030922,4,85
995,995,995,1195,0,5,Adaptation,76,0,-22,CCW,17.00166739,14.96120357,16.90036185,1,86
996,996,996,1196,0,5,Adaptation,77,0,-26,CCW,19.69539213,17.66021645,21.66974218,2,87
997,997,997,1197,0,5,Adaptation,78,0,-29,CCW,19.45620464,17.37545353,22.51197356,2,88
998,998,998,1198,0,5,Adaptation,79,0,-33,CCW,15.39624125,13.4218003,24.5199132,1,89
999,999,999,1199,0,5,Adaptation,80,0,-31,CCW,15.09365848,13.02214715,22.91983783,4,90
1000,1000,1000,1200,0,5,Adaptation,81,0,-30,CCW,15.03540372,12.93054399,21.11724267,2,91
1001,1001,1001,1201,0,5,Adaptation,82,0,-21,CCW,21.25219686,19.234442,19.35927275,4,92
1002,1002,1002,1202,0,5,Adaptation,83,0,-24,CCW,19.03365679,17.01832702,23.13123654,2,93
